id,subscription_id,price_cents,paid_at,period_end
0acadaf4-3804-45c8-9719-4df837f5d52a,003e46d1-e656-4979-b6aa-4d1a31230f82,100,2022-11-22 08:28:05,2022-12-06 05:28:08.464657
b2774040-8758-4577-b55f-622057b0be2b,0046d91a-6845-4344-9d82-3d1e4294b172,100,2022-11-22 11:10:02,2022-12-06 08:10:07.280350
b64437c2-dfcc-4b96-9497-e2dc6204cd49,004c0d34-6a98-459b-a031-2b50d41fabc9,100,2022-11-28 21:49:08,2022-12-12 18:49:25.904993
54e45193-cb52-4780-a964-c5f41ce19d4d,00504485-20f6-4c6f-a41a-641f3fa13a11,100,2022-11-17 07:33:16,2022-12-01 04:33:19.578947
645a3be4-d9a2-44db-b12d-87a00c25195b,006429dd-b9f7-415e-98fc-49369118ff6d,100,2022-12-07 22:31:37,2023-01-11 19:32:07.189873
75d21a46-18ba-488f-899b-c573ecba090d,006ae31c-d607-40c8-be6c-2489d124c2f3,100,2022-12-01 22:35:35,2022-12-15 19:35:59.194761
99066bd3-69ed-4e23-aca1-559382447281,006d95f2-307f-4b17-9e08-676f27b05d2b,100,2022-11-21 18:46:58,2022-12-05 15:47:01.771597
d1a57a42-865e-41d9-bc31-e65b42f9f224,006e1048-ee40-492e-a4b6-ac0f6ced5b58,100,2022-11-21 13:04:32,2022-12-05 10:04:36.564084
209afa12-337c-4d28-9267-15cb1a17768d,007e38c7-ff28-47e9-befa-ef94d258a198,0,2022-11-20 18:57:19,2022-12-04 18:57:19.000000
fade2de1-c676-46b2-91b2-d31b7f9003fb,008364bc-2a37-48d8-b68e-1dfab40f3828,100,2022-11-21 17:36:30,2022-12-05 14:36:33.350912
a30037d7-9246-4f78-83d8-f94f938e07cd,0088b290-5e81-439f-ae7b-2394a1d4daf9,100,2022-11-21 15:50:21,2022-12-05 12:50:24.843864
dff2f0de-2fd3-4859-98c4-96b2329bec01,008efa2a-f9bb-42af-9a88-c25bdf2d7cce,100,2022-11-18 18:34:12,2022-12-02 15:34:16.198992
71124e4f-8e75-4864-805f-d1da4729f56c,0091341c-4205-40fe-8631-fb88220999c3,29900,2022-11-25 03:00:00,2022-12-25 00:52:14.185460
a4abd013-1a29-4790-bdf4-d2314873ca8e,0091341c-4205-40fe-8631-fb88220999c3,100,2022-11-11 03:52:04,2022-11-25 00:52:14.185460
26c23cdb-0d26-4961-9030-d8e0a9e6c099,00a24f8e-8ffa-4053-9d0e-5d4a11dbd262,100,2022-11-29 22:47:16,2022-12-13 19:48:02.149513
e30c13c0-4563-41db-9321-e0f77b5f4b74,00a9e1a9-77a9-482c-9904-a24b3688b8c8,100,2022-11-30 15:29:36,2023-01-04 12:29:50.886984
18461482-29a3-4a8b-bf71-d5aebe660303,00b48340-97e7-46be-808f-70d9b1005c46,100,2022-11-21 13:39:19,2022-12-05 10:39:23.287589
80f632bb-ef81-4f1e-9a0a-0b8925f1fb4e,00d03204-0360-4d14-9236-787a6fc7cd0e,100,2022-11-29 19:15:18,2022-12-13 16:15:39.336372
ab8ad4a8-59d9-4aab-bf49-1271cc8708cb,00d7238c-e2cc-4710-8c64-1a7a32299bc8,100,2022-11-09 16:00:43,2022-11-23 13:02:00.421455
aa1f1163-f57c-46e5-85d7-0fc414cd0f69,00dc02cf-39b8-4cea-8706-df769034a018,0,2022-12-08 16:56:51,2022-12-22 16:56:51.000000
4a6ebdb7-6ab7-42a6-afe0-340031d65b11,00decbb6-3022-4660-8a93-ddfd7773563c,29900,2022-12-11 19:00:00,2023-01-11 16:12:15.786410
ad0e6539-22df-4f64-9688-366cca5bae94,00decbb6-3022-4660-8a93-ddfd7773563c,100,2022-11-27 19:11:03,2022-12-11 16:12:15.786410
08eaf267-39e9-4748-a827-bf0c85eaf4af,00e06d62-6700-4119-b435-e375e0ef4036,100,2022-11-12 23:42:40,2022-11-26 20:43:25.272928
bdf63b94-1b69-49a8-986e-a3bafbe31b2d,00e93dcc-fe85-4e0e-8f25-22656b52dc8e,29900,2022-12-07 14:00:04,2023-01-07 11:52:16.269923
7d3da8eb-8fab-41d0-9d5d-3194d637b123,00e93dcc-fe85-4e0e-8f25-22656b52dc8e,100,2022-11-23 14:52:06,2022-12-07 11:52:16.269923
6f6675f6-11c5-4395-bc66-727a12358a3f,00fcec95-181d-48ea-a209-7c44cbefc621,100,2022-11-22 11:45:00,2022-12-06 08:45:02.841274
00596516-8a4e-400b-858e-746fed651898,010b4233-aa8f-4fed-852e-596017ae8e95,100,2022-11-07 15:27:56,2022-11-21 12:28:20.694927
13aea52d-ef4b-45aa-91a5-cc9fa5377042,010f1ed8-ad4e-41b4-ae8d-5b91a4af3618,100,2022-11-22 10:22:14,2022-12-06 07:22:16.873419
1579bb68-7652-4011-9d8f-c92bc07218f7,0111fb43-223d-4cfb-912a-bbaf96a1e4c0,100,2022-11-21 16:10:02,2022-12-05 13:10:14.399067
a210c85f-afca-47e9-a88d-70d7aad15469,01121236-d5ef-458b-a69c-c1e48e5bffd6,100,2022-11-23 09:57:32,2022-12-07 06:57:35.529365
0dc48a1a-ec79-4cae-b82e-81f2d0e7e01f,0118df79-55ff-4dd5-9cc3-d0e29b6ff5c6,100,2022-11-15 22:38:07,2022-11-29 19:38:29.634291
4a8a2b90-e9b4-4229-8a11-096294d1c297,0131321b-87be-4f9f-89ab-a5603c859372,100,2022-11-19 01:25:23,2022-12-02 22:25:39.780660
9c213786-83d3-473c-b38b-6718a9b4f47c,013ca7c0-db16-4187-a9a6-d34a36a663a5,100,2022-11-22 00:09:11,2022-12-05 21:09:13.541103
0294109b-c12f-4dbb-b2ed-8d3e744b0b0e,013d2fb6-961a-4496-a471-ae652e9ce861,100,2022-11-29 22:21:12,2022-12-13 19:21:24.393665
1249ddd3-917a-4359-b48a-ebbdc7231fa8,0141bbd7-04b9-46fe-a549-945782b4c6c7,100,2022-11-22 12:11:38,2022-12-06 09:11:41.773203
64d6cd57-8e56-41c1-8c38-6082d0581915,014682a0-a204-462d-9a0d-b39a2241a8a1,100,2022-11-22 21:27:56,2022-12-06 18:27:59.520023
6e6cefc0-92dc-49b2-84c0-3569073b311a,014a2b6a-5a77-4d5d-b97f-5732cb650167,100,2022-11-22 12:56:42,2022-12-06 09:56:45.741128
063eda00-48af-4024-964b-f2d50125fa21,0159013c-e28e-4fd6-975a-eae1e924a3ba,100,2022-11-19 14:12:52,2022-12-24 11:12:54.901938
3df83816-d3d3-410b-8ec4-a6607115dd48,0163aabe-f34d-4834-879a-0ee3a0a7a8a0,100,2022-11-21 13:20:58,2022-12-05 10:21:01.835495
4d57846c-c469-46bf-945a-4c482a2376a4,0169570e-45fc-4d61-8e63-877399086544,100,2022-11-02 18:30:19,2022-11-16 15:30:31.247381
a3b23854-a0b7-46b8-bf2c-c064f166f66d,016bf491-f580-401e-920c-2c205c137699,29900,2022-12-05 21:00:01,2023-01-05 18:10:21.162943
727a906a-0fc5-4736-bb6e-6a1f7f465769,016bf491-f580-401e-920c-2c205c137699,100,2022-11-21 21:10:18,2022-12-05 18:10:21.162943
8982fcc4-6243-4dd7-b970-1b134ed4cb5f,01822237-d21a-4f1a-bd2f-6b974452820c,100,2022-11-04 11:13:31,2022-12-09 08:13:47.645582
225da643-bc04-4b39-b349-d3f113aa12c7,01866ace-6b6b-4809-9714-e0b052be02aa,100,2022-11-22 10:45:56,2022-12-06 07:46:01.604213
cade6d14-0447-42cb-9e22-71f4e0176078,01a4ef50-9801-46c6-8b65-017c6e540c25,29900,2022-11-25 22:00:00,2022-12-25 19:26:28.104856
1f9aad82-2e33-4677-8970-01e4bcb1cc9d,01a4ef50-9801-46c6-8b65-017c6e540c25,100,2022-11-11 22:26:25,2022-11-25 19:26:28.104856
bb9ff62c-a3bd-467a-9581-e4bef6dfc9f9,01a964f6-90ad-4f7f-b937-ff2ee15ba58b,100,2022-12-02 23:36:42,2023-01-06 20:36:54.438524
89b37f6d-6929-48df-a187-850a2cd052e8,01b9360d-dd48-4d0b-9901-6d253d0d24cc,100,2022-11-21 20:46:57,2022-12-05 17:47:00.301597
5d93124a-2888-4cfe-a0a5-bc671ff993b7,01bcb5cb-c48f-4520-bf13-bb871ea20f7c,100,2022-11-22 18:15:56,2022-12-06 15:15:58.590224
6d82fa04-b284-4f88-a2b4-09ca589d337a,01c37e47-e072-4804-b717-141944b74e17,29900,2022-12-02 15:00:00,2023-01-02 12:01:01.541822
c4a76558-d75d-4f69-93bf-31ee9dfd3096,01c37e47-e072-4804-b717-141944b74e17,100,2022-11-18 15:00:58,2022-12-02 12:01:01.541822
390717c7-2856-41dd-a822-825e7589523a,01cdc922-5f67-4b52-8bf7-9eb26e01935d,100,2022-11-22 09:48:45,2022-12-06 06:48:49.557453
6c155095-9383-4403-85c1-86d326be6f11,01cf3ade-7cdf-4c88-a3eb-a73cc12f076e,100,2022-12-05 17:50:33,2022-12-05 15:51:52.642523
0683c4fe-65e0-4799-bf35-fa14a76dfa82,01cf5d3d-3a85-4c6a-be12-3b3c25d4d4c8,100,2022-11-30 05:41:55,2022-12-14 02:42:03.452733
88b16a9d-39f9-4866-bd2b-78ad9f9175e8,01e13dbd-fde3-433e-b04e-a03075cd1c7a,100,2022-11-22 10:41:46,2022-12-06 07:41:52.371713
3d28c622-8794-4719-855f-31c3a8221e95,01eeb112-1d8b-47d0-a879-08a9ed919a12,100,2022-11-22 08:28:04,2022-12-06 05:28:06.599278
eecc04b9-23af-4f5e-b4f5-1f38fcb55901,01f2e33d-da88-4c34-82af-0b1b224c63b1,100,2022-11-19 23:23:49,2022-12-03 20:23:52.961586
e231f098-0508-4b50-91f0-e2df11476409,020cee0d-80f5-44dd-bf8b-41d5f449310f,100,2022-11-19 20:33:47,2022-12-03 17:33:50.094122
aa114d1a-85ee-465c-849a-d0e8efb0d2ea,02102f4b-c230-4330-a176-b39b4558b41f,100,2022-11-22 12:36:18,2022-12-06 09:36:21.632985
7670e4d2-2353-4d8c-91c3-454888cbf295,021cbb78-0cb6-4197-8a1f-011f666b333a,100,2022-11-21 17:47:50,2022-12-05 14:47:53.110578
9774546e-a8d3-4823-8a67-9d49cab6499f,0228ac69-9a8e-41d0-80c9-2fa31d4e916b,100,2022-11-14 21:26:23,2022-12-19 18:26:45.834239
cf090a83-2ee4-41b8-82f3-14b501aa08a4,022ce75f-2852-483d-af24-9dd7f89936bb,100,2022-11-21 17:40:43,2022-12-05 14:40:45.958015
99480146-c1f0-4e5d-9480-bfcfea042569,024282a0-4eac-4c41-b9e5-1ee7bf0d35d6,100,2022-11-22 04:50:12,2022-12-06 01:50:14.816517
34216523-1884-4ab1-a851-f28b109bcf9b,024fb5da-c373-4109-b1a2-af4d1b7c5f58,100,2022-12-12 23:26:46,2022-12-26 20:30:04.019204
3b79fac6-f7dd-4120-aaf0-6b78e59a773f,0250a8c6-9e55-4179-b787-869648553a6f,100,2022-11-07 14:40:12,2022-11-21 11:40:15.597936
6dc6d60b-11a4-463c-99d2-f650624e5aaa,025a11fa-2d13-440d-895e-393d66ba2342,100,2022-11-22 11:46:45,2022-12-06 08:46:47.753067
404fe3c5-ecb9-4231-951d-bf3b1ef5e4f7,0269a6ef-66ac-4d35-964f-b8b70e9eda1a,29900,2022-11-30 13:00:00,2022-12-30 10:55:20.429018
11f8a355-71ac-4653-9f6d-f49645545435,0269a6ef-66ac-4d35-964f-b8b70e9eda1a,100,2022-11-16 13:47:29,2022-11-30 10:55:20.429018
f631928b-8dca-40fe-9206-b92877dff9bd,026b5140-0453-4e99-85d7-2307c8923b7f,100,2022-11-22 17:34:45,2022-12-06 14:34:49.845547
2bb8d17a-4624-4947-bbfc-4b1c49491539,027269dd-ffd6-4b4a-a7c7-86e4a6a21519,100,2022-11-22 21:28:02,2022-12-06 18:28:08.189200
2c5a9ded-7aa3-471a-b377-c8dae9385ec4,027e0781-4b36-4a21-9700-c6f572934296,100,2022-11-22 23:30:47,2022-12-06 20:30:50.125336
2e20a425-c840-480e-81e5-0d05115246a1,02950414-dd8d-4fb1-8ec3-1e4af68d939c,100,2022-11-21 18:12:05,2022-12-05 15:12:08.718621
801b3d11-829b-4940-b0f4-248c4719f7f1,029fde48-a11d-4bb8-8d59-9bcea61eeb11,100,2022-12-06 20:59:47,2022-12-20 18:00:02.635601
fd0e64ad-17e2-42f2-b010-7ac84141ff5e,029ff77a-123b-449c-82b4-e8ba0abfedb8,100,2022-11-03 20:38:17,2022-11-17 17:38:28.505143
9753d921-538e-4699-a356-732b2eaed30c,02a0d137-80d2-495a-b16a-39655ff23fbc,100,2022-11-21 12:44:47,2022-12-05 09:44:49.996616
27ebd2e3-b2a6-42e5-80bc-4a96e4bd0a41,02a671de-b41f-466c-9b24-d1a855169be8,100,2022-11-19 15:33:10,2022-12-03 12:33:13.799358
a57634f1-2a75-46bc-b956-06f6a0062dbe,02a876e9-02dd-4028-b5f0-db3140009bca,100,2022-11-13 21:27:17,2022-12-18 18:27:29.594034
24af10c6-0cc2-49b4-bb64-d20b9eb0c27f,02b733bc-c329-4789-aaf5-fe26a9ac3093,29900,2022-12-11 17:00:01,2023-01-11 14:40:36.606988
3a0fce1c-771d-4ac4-8663-b3f96087e152,02b733bc-c329-4789-aaf5-fe26a9ac3093,100,2022-11-06 17:40:12,2022-12-11 14:40:36.606988
aace50b3-603d-45f9-b969-6be0ae808e34,02b84e90-7e0d-4a25-915d-e9749e798135,100,2022-11-21 22:29:05,2022-12-05 19:29:07.619805
a483996e-deb4-474c-a34d-5e63c5f2d04c,02c5664f-705e-4a07-93b6-22ed233880d2,100,2022-11-19 19:32:08,2022-12-03 16:32:10.923082
84af2ddc-ba57-447e-b6e8-3bf22e4e21ca,02ce356b-eca1-4ef7-a7f3-9e892c70a45a,100,2022-11-22 13:12:22,2022-12-06 10:12:25.808743
bd48a68a-017f-472a-bc24-2b60404aa416,02d026a6-cbbe-4b86-8115-da2f2067bda6,100,2022-11-22 17:56:59,2022-12-06 14:57:01.853539
815219f3-2237-4b9a-9ff5-eb2f7838d297,02d43715-e7f6-430f-8189-323770943da4,100,2022-11-21 22:44:52,2022-12-05 19:44:54.735391
c13149cc-5b71-4cbf-ac19-c1868df65e40,02e25e1d-d450-4c5c-8c28-97e70a4a3d6f,100,2022-12-01 03:49:26,2023-01-05 07:35:52.235153
8ed2cc41-4e16-4b57-8bc5-09d91f923911,02e58007-57e0-43be-97a6-1e47fdba3c8a,100,2022-11-19 10:38:33,2022-12-03 07:38:37.382885
123efa4c-f84c-4fd1-a94a-2a43cb5bdffd,02ef8a1c-4805-473d-bcb0-bfaf43fca7a0,100,2022-11-30 19:39:24,2022-12-14 16:40:00.108958
68b8e1b7-b9f3-456e-aed1-68a59ad1565e,02ffb167-97e5-403e-977c-815a7233c0a8,100,2022-11-22 23:31:35,2022-12-06 20:31:37.942320
951c7993-1a98-4ee1-9edf-76382fb42b6d,0304359c-056f-4c1f-977a-71d8e6df520c,100,2022-11-21 18:17:32,2022-12-05 15:17:35.021320
8864c6f8-ddb0-40ec-b418-ce06943b5644,03043b1e-2df3-47a8-9dfd-86206c700b62,100,2022-11-21 19:48:14,2022-12-05 16:48:17.768296
8a9fb59d-d47e-415a-985f-be8f5a42b9aa,03058432-844f-4f83-bf0a-e576f8d41e22,100,2022-11-23 06:56:55,2022-12-07 03:56:57.302443
1935dcbe-23c1-4287-8306-419d7eb852d2,0305a8be-e1f1-4d02-a1ca-e43dbf54568e,100,2022-11-21 15:49:38,2022-12-05 12:49:41.853044
d762b0c4-1cc5-47b5-9f9b-5b726d749446,030f2736-0fb9-4ec3-880d-1df18d59fd8f,100,2022-11-22 19:29:31,2022-12-06 16:29:34.640653
b595edc2-03a1-4bc9-8ee1-81fdc1f28ec9,03102052-234d-41bf-9886-2bbcef598be3,100,2022-11-22 11:36:03,2022-12-06 08:36:06.382211
e23bb407-db4e-4813-a034-fb2c9035285e,03233dab-ac0a-4a8c-aa52-f90e33aa8ce4,100,2022-11-01 23:48:32,2022-12-06 20:49:29.031186
5b4036b1-d8a5-4a48-9829-0739e8a83f57,03304161-03a5-499b-95dc-4892cadac5d5,100,2022-11-12 00:53:18,2022-11-25 21:53:23.120580
c093d4ad-8f3f-42ce-8f16-037ab3f7b160,033b2b66-9e36-4a4f-8633-54f85081f4a3,100,2022-12-11 21:41:52,2022-12-25 18:41:59.521206
4524277c-5f9f-4b0c-abcd-4729434ebdac,033dd6a0-5768-4646-99b8-3b2e6b032a01,29900,2022-11-30 14:00:03,2022-12-30 11:08:43.043817
fccce4b9-fcb5-4b8c-8a4a-b4b0d110f982,033dd6a0-5768-4646-99b8-3b2e6b032a01,100,2022-11-16 14:05:52,2022-11-30 11:08:43.043817
85d0c296-dce7-4edb-8fed-4c1c330fcbdc,0345fdfc-65a1-4bab-b27a-6751591b382f,100,2022-11-22 18:37:55,2022-12-06 15:37:57.941496
947fa4dc-7203-4d54-9d06-05944981a983,034808fa-8377-41ad-b15d-a810e80c43f6,100,2022-11-22 17:47:23,2022-12-06 14:47:26.327197
ac9919a9-b228-43c8-b705-a7991b61a06d,0348f4f2-67f0-4f3c-adac-3b5394cedb33,100,2022-11-22 18:25:51,2022-12-06 15:25:55.144682
91bdb7b8-fcff-437f-af16-e34834494eab,034ab412-e799-464f-9c79-21098835c0c7,100,2022-11-05 15:20:42,2022-11-19 12:20:45.339471
e5351f1d-0e9b-4f31-ac59-265c83ca0474,034b93b9-3907-4311-bd79-a6f202a02880,100,2022-11-21 22:19:22,2022-12-05 19:19:24.617060
8c3e01b9-aacf-4e98-9447-df94e5c5250b,034c9f01-3b28-4276-a8b5-f7e2b849f8da,100,2022-11-30 06:28:08,2022-12-14 03:28:31.615961
b662cfb8-765c-4766-a0f0-186944085714,034ee716-4e39-42a9-b4f4-280c4257386d,100,2022-11-22 09:57:24,2022-12-06 06:57:26.422853
0d44351a-8d15-40f3-9f6f-0d2cb62f17bf,03628ceb-73f8-4a16-809c-dde1d78ec70f,100,2022-11-22 10:36:32,2022-12-06 07:36:34.453781
96a6e291-a25b-4486-8ce8-7617f76bf6ee,03659a7f-2010-4673-b4e8-a1fedb4e0f2b,100,2022-11-28 20:23:10,2023-01-12 17:23:27.471715
fb5180fa-ce99-483d-a9ad-9e83bbc33752,03684afa-7070-43f8-afef-a0428fa5c084,100,2022-12-01 23:03:45,2022-12-15 20:03:58.137310
da771dfe-6f8c-436d-aaaa-a160ea1eb1e6,036baee0-bd58-410a-9068-2a4566c46e1c,100,2022-11-21 19:45:02,2022-12-05 16:45:05.679084
ef20fc65-b1cd-464f-a450-65a64f3f7bb2,036dcf91-ef12-401f-b6a9-135ae5580e65,100,2022-11-22 22:27:19,2022-12-06 19:27:22.073608
f1897156-a2c1-4dfa-b862-752a47a33572,03766841-6be7-4b7f-a8bc-b0ea81f6e482,100,2022-11-29 13:47:06,2023-01-13 10:47:28.331689
59dc8d21-f873-4801-a844-00e285d03a7d,03775c88-ff1d-4a6c-8aa4-60bcc91bcfe6,100,2022-11-05 22:10:00,2022-11-19 19:10:11.014437
f3d51bb4-f7e3-4ac4-beea-e838894b999a,0379e8e8-f0bb-4f2b-8cba-b6d08016d016,100,2022-11-14 18:29:48,2022-12-19 15:29:50.867622
20fef533-523d-4824-adf5-578b8f75134d,037ef705-fee5-4d68-ab83-ccb21006e37d,100,2022-11-22 09:55:19,2022-12-06 06:55:21.429014
705e7151-d78d-4c80-b32c-0fb9ba521c07,037f6b80-7985-4be6-8636-ba73103b1b67,100,2022-12-12 10:18:16,2022-12-26 07:18:28.134882
386116e7-afc8-4711-9458-54ffeb22ccda,03828433-96f1-4b47-8ff1-991623f91cc7,100,2022-11-23 11:06:14,2022-12-07 08:06:17.275418
792280a6-460e-4a5c-a817-ab67038fcb4e,03959ece-5292-4a4a-bd39-2e62de082323,100,2022-11-22 19:42:17,2022-12-06 16:42:20.083682
a92bb9ea-aa52-464e-b35d-2265f0991b33,0395df0c-eb02-4a53-83ee-bf7472b598c0,100,2022-11-27 23:50:00,2022-12-11 20:50:18.693455
b8eb837e-b776-49d3-aab9-1bdbd5f48358,039f4c3d-e7bf-4bfa-ac42-12cda90fa6fc,29900,2022-11-25 00:00:00,2022-12-24 21:56:06.738355
d6f96a55-a149-4456-9293-4d0e4e2905ef,039f4c3d-e7bf-4bfa-ac42-12cda90fa6fc,100,2022-11-11 00:55:33,2022-11-24 21:56:06.738355
537ce610-45b1-4d03-a62a-54b6c1004556,03a7f876-e5b1-4ad2-ae1b-861a625bab76,100,2022-11-22 10:47:09,2022-12-06 07:47:13.789387
290eb682-8169-4792-b013-8e96aaad5357,03aa6b9b-b157-4c5b-8f30-a544738bddbe,100,2022-11-22 08:32:39,2022-12-06 05:32:42.347910
a858c6e1-d603-493d-95d5-06a85fe9e405,03adf2a3-c363-447a-b87a-721dfd7a3989,100,2022-12-11 23:21:54,2022-12-25 20:22:05.021155
74b24102-bcee-44cf-8020-c03e3f30e350,03ae2b15-2ade-46d1-93db-83d48da66c57,100,2022-11-16 13:30:46,2022-11-30 10:54:17.520060
61eff598-8f49-41ad-8d81-c521d9b0a33f,03b07295-a055-408a-849c-3bf4b1393b12,100,2022-11-22 04:40:32,2022-12-06 01:40:35.201321
c659b78d-8701-4419-8f80-844ef00af577,03b563c0-b9e0-45b4-ac58-3b517b7c080c,100,2022-12-08 15:10:09,2022-12-22 12:10:25.257246
f68620c1-fae5-4410-b31a-074961f71e05,03b8a8ff-92de-47fc-949e-97d6a2c4edf1,100,2022-11-29 22:04:36,2022-12-13 19:04:50.808956
024366e8-2d9f-4724-9e92-74161bb2d54e,03bb23dc-350c-4867-912d-2a18f662dafc,100,2022-11-22 13:24:58,2022-12-06 10:25:01.805731
91ac6d86-48e1-4010-b622-725802f4795a,03c71471-4d70-4b82-8d17-a3410c135092,100,2022-11-19 18:35:18,2022-12-03 15:35:21.599019
59ef10fd-6361-45ca-afa3-3f0619487e95,03c9c53b-802a-4ecf-98ca-795b86a450fc,100,2022-11-03 20:16:17,2022-11-17 17:17:16.607948
14fe0763-8dbf-43d3-8b60-9a386b21db49,03cadfa4-a052-4f1e-9501-89e2298bc621,100,2022-11-21 20:18:21,2022-12-05 17:18:23.495350
346fc2ce-7677-4411-97fc-264e8ae2c89c,03d763fc-0057-4046-a50f-dba9a3d15f86,100,2022-11-21 20:48:36,2022-12-05 17:48:38.947391
83a48155-6b48-4ca9-908c-2f555fec723c,03e81469-1af7-452d-bcad-6420995810d1,100,2022-11-20 15:37:10,2022-12-25 12:37:13.903920
b3b80e66-7deb-4ee5-b3a5-65d35f2fd584,03e82290-4366-4a8a-8458-dd2880bc0dc1,100,2022-12-03 20:02:34,2023-01-17 17:02:50.890312
4788df68-0382-4e56-b5d4-da650123080c,03e91fdf-efe5-476a-97df-02ea6910ec46,100,2022-11-21 20:13:53,2022-12-05 17:13:57.233436
9614ecf2-e9ad-4ac8-ac57-afe93149ec09,03eec5dd-3352-4cc6-9758-a21a919e2e34,100,2022-11-19 00:56:26,2022-12-02 21:56:29.095544
b163470b-0df7-444a-9417-ae7da8779c3f,040a6cec-e81c-4ad5-b3f4-94ae1e116736,100,2022-11-22 01:30:14,2022-12-05 22:30:17.277634
65eff3b7-67da-4a76-adf4-9b60ddd75716,041fd118-94d2-4bfe-b0ff-1cbbffb1c71b,100,2022-11-22 10:41:07,2022-12-06 07:41:12.648981
6970fb07-33a3-457e-95a8-001aba6fa141,042275cc-1130-4009-9cdd-8f441df14f06,100,2022-12-04 17:15:36,2022-12-18 14:15:45.993689
833ea7f6-bf12-40ab-be70-66ed99c8fe24,04296572-3dea-43a6-b6b5-c07d3019ee9b,100,2022-11-22 05:07:51,2022-12-06 02:07:53.780067
6b238c6f-5a53-48c2-9c15-3b3b4f54b743,042de44c-e3e5-42b8-83cf-251d21c123e1,100,2022-12-07 20:53:47,2023-01-11 17:54:08.403882
25081b4c-af59-4888-baa7-6882d4d87ec8,043d70d6-bf9c-4a55-a72d-9f38bd436b0f,100,2022-11-28 21:57:55,2022-12-12 18:58:13.756998
c8b523f2-1f58-4c5c-a92e-cd89336934ce,045540d5-ab6c-4257-8e0d-05db091dfa59,100,2022-12-11 11:20:01,2022-12-25 08:20:21.463211
77146cf8-7ee8-432a-bf61-b19423fbd37e,0455908f-db7c-49bc-a9ca-891a34b0766d,100,2022-11-19 06:40:49,2022-12-24 03:41:03.618932
fdecdbff-ec90-45b8-ad90-3bddb9fd4e75,0458a4bc-e583-41e5-96f4-7c828a80afc8,100,2022-11-21 21:44:18,2022-12-05 18:44:20.097724
7a5093c4-387a-49fc-985d-9a060e9e2ee7,045a37ca-0659-43af-85bb-1f52686001a7,100,2022-11-21 23:54:08,2022-12-05 20:54:10.252428
eac486c8-2565-49af-98ae-26b5100be1c7,045bbc0e-86b4-42c2-a75b-61237eb5d16b,100,2022-11-22 08:24:23,2022-12-06 05:24:25.652926
ad91c9db-47f7-4b59-bd5c-54fd9cc7c063,045ddc02-556b-4987-91d1-52547330efba,100,2022-11-18 18:05:08,2022-12-02 15:05:11.295277
4b28d7d5-fd34-4a36-8c53-1b9863175b66,0465ed7c-8a45-4fe1-a2ac-4db5f8a251c1,100,2022-11-16 23:10:10,2022-12-21 20:10:25.092820
